event_nr,classification,pt,eta,phi,mass
7440,background,11377.541443179296,0.9463788853844024,-2.8056479438855786,139.28257736892633
557,background,13588.650693844555,0.2379264165079371,-2.617025781553224,112.28657252337268
4587,background,11848.93042773659,0.8815058188257141,-2.580452726939133,3.740597057249204
24,background,10965.967511714858,0.9970643583480687,2.978992634351661,383.65334919888085
2298,background,12115.341629969764,0.8404820530018168,0.8045781530123787,73.89145408503663
5156,background,12145.375721748205,0.8356402576863916,2.916794396787095,17.60182636693898
639,signal,13594.880795725838,0.11562755336024066,-1.1913466419763583,350.26648136735633
60,signal,13523.553769805796,0.3779371223845378,1.302528811000851,450.1114594569538
9411,background,12058.867349862889,0.8495100715602223,-2.6295904510617323,61.566150273739225
1387,background,13581.621767909548,0.2555915932248982,2.216052713145083,324.9319337860346
5835,background,13515.063879972757,0.3975489325002701,2.141257567962733,129.83673903073617
4115,background,11868.675280864356,0.8785190311305092,0.2971420306301662,109.02633881564228
707,background,11321.91416754069,0.9533704424909327,-1.1278734509034272,233.05793798725145
9439,background,13593.590092622402,0.20836441610823075,3.094703565517788,11.281664178422815
6193,background,12814.80991861384,0.7045195821129784,-2.476379512012861,287.8704062090452
8777,background,12963.646899256848,0.6669642874419359,1.684041647339814,6.699873519277146
5515,background,13039.417270111759,0.6446891209290321,1.3512310783107284,180.68747191872882
4008,background,13595.52521616434,0.1754908009209043,-1.2439452809193272,184.43288254388787
1550,background,12921.496197178314,0.6765046911819694,0.9617792242310691,427.3259736648572
916,signal,11940.65951215136,0.8665150302402899,-1.2791363415103052,452.6164363680901
1160,background,13517.508522807819,0.39328724707413687,0.40313040912112524,215.14152809756547
5648,background,13599.898531046776,0.015787202458294347,-1.0084850492148807,52.48047747724617
8136,background,11661.358545108758,0.9083361560420116,-2.4286828470430084,7.452607640336476
3694,background,13598.420631652974,0.12396767499420547,-1.2267959460066173,145.31694591889718
1488,background,13592.996492722692,0.21256997977677472,-3.055841763855472,42.232347863857626
4131,background,13504.976836497353,0.36573128398334076,-1.4952390679704914,966.0403846793391
2939,background,13598.060481263376,0.020084820318764796,-1.0780290553201566,229.64341594972146
5801,background,13599.929544618375,0.009929475908860508,1.0616002270008356,43.76622476128993
1416,background,13493.852927139591,0.42123298556219635,-0.1650951151167006,44.8169851335139
8547,background,13597.323122580288,0.16605716117672753,0.4066374395830376,50.0626625701582
5590,background,13599.039061975065,0.007654084361786828,1.5295979544653138,161.66716879505606
5772,background,12207.428102794021,0.8252815276408376,-0.3852538868336605,118.72288659119188
3757,background,13597.816076031748,0.05786571631459192,-2.1386102620059195,241.58037200062083
9398,background,13598.591575683953,0.142518346190449,1.6602028675097122,12.669635282167482
4274,background,11899.895881057011,0.8739464864224076,0.6850124655572306,23.61714230069853
64,background,13574.016336605864,0.29568356598694434,2.239675059507206,37.77858993117981
9539,background,12885.288074896884,0.6878158475748923,-2.354987909961713,11.993875866536817
1863,background,13588.154617497818,0.01891589211632394,2.394589682149107,567.4876658393631
8440,background,13562.462262285224,0.32253632152593703,0.284698808838203,152.5645950281513
7783,background,13538.550243410902,0.36337940327531404,0.6126182694167464,258.5127214909011
2682,background,13599.886084109141,0.06282671426381448,-3.022762399583733,40.71409145251142
2910,background,13237.500875289248,0.5759161370197755,1.62766774163101,33.295971175791834
2245,background,11554.658602728616,0.9217460469086834,0.011353882751360182,460.75298581599435
565,signal,13438.314973368077,0.46272215161550634,-1.361958069335157,459.94819474961247
518,signal,13091.420521596521,0.626167848322429,-1.375592655771131,463.3511054494225
2821,background,13597.9370326635,0.15695222348479376,-2.8216028106006807,1.6234802797202463
902,background,13202.981565898077,0.5895225347059966,0.4127868399727274,84.76626486953383
8348,background,13584.651475486024,0.255484742308697,2.6824036563830416,154.70009301216933
2630,background,12495.259030115198,0.7728971330613912,1.9942213007914866,334.33961225095493
8737,background,12607.080120125269,0.751446183684519,-1.47896433610251,41.27280598945085
441,background,13388.56491497,0.5016553787151421,2.0836312297648596,8.774875045864523
3739,background,12701.248909848173,0.7313881896702925,-1.173312244110221,37.54056034381223
384,background,13585.524642443905,0.012839513710378836,-0.03721248129103376,627.3098726006339
3990,background,13599.996887783802,0.0067840119306243896,-1.2960306295622515,9.19001572342517
5,signal,13592.614769316371,0.11002749103518217,-0.41197472522740947,432.7482213763377
5334,background,13448.0238541422,0.4613121082446566,-0.9819381865474665,7.581473447412292
242,background,13375.53428334069,0.5090862108324321,-0.6857482010660001,112.10934165095556
8809,background,13482.40465213103,0.4323117029337876,2.355291044683883,29.517927308236352
9312,background,11924.54352054151,0.8702509997534315,-1.035882250658689,0.8474772253007032
9110,background,13599.29248168294,0.11250708060642445,2.4468863702535604,66.5413346720438
4202,background,12857.136067463616,0.6946516116012419,-2.2312862302368157,169.97177632900093
239,background,13595.112479895937,0.11238119609980901,3.1021502324163936,343.7537006667966
5622,background,13556.643981615227,0.3313576052681111,-0.7960689525065794,260.9171756372536
2121,background,13598.686008246987,0.05365069528495647,-0.6133044620292751,187.00973033815336
4467,background,13585.664307203146,0.2542804138346596,1.4984196618141086,61.353170978756125
8093,background,13404.238550225771,0.4918377091169769,1.4310402226109793,59.6213515502205
5200,background,13586.154213893957,0.23895972340397587,3.0266657963922228,274.37494581290787
9003,background,13322.30625801859,0.5372204832925969,-2.9723743002766527,178.2261289260798
441,signal,13323.885244595334,0.5327368893127121,2.0408095969212408,476.5871926722601
2006,background,13132.173651294064,0.6151791935807264,0.830664287456838,88.52955123258835
1931,background,11064.400664619514,0.9859031151380065,0.5934887511936986,75.91813003593614
887,signal,13553.88720658767,0.33252872879142614,1.9321405074172116,356.55175263926844
5332,background,11831.162563493632,0.883689158333158,0.8847941544153143,261.4264141862256
7927,background,13530.568629935784,0.3751297604581968,1.2808452424854215,259.5032437396808
7655,background,13293.297957496829,0.551423732072677,0.40240889983640066,123.3943890819243
205,signal,13194.683157302115,0.5899956329042292,-0.8084071890767095,440.12878854537894
280,signal,11517.082609285135,0.9272718583238989,0.8725354910763442,367.46579777818965
3327,background,13083.926458193171,0.6312268606164082,-2.3999379327975765,32.09816210050588
5580,background,11783.683314978878,0.8909744250036867,-2.197007726388596,71.9371908164873
431,background,13597.431181618165,0.033014471232321596,-0.9702065817505571,264.11246607056415
5698,background,13566.556421320682,0.2759018871079997,-0.49179178993073397,611.5218177670341
863,background,11131.687088221372,0.9776498529299777,2.9923370657027784,36.53667242492949
4578,background,13593.031020322522,0.12751284675662544,0.3226362007806391,406.2772864126776
1277,background,11394.875908794993,0.9439579318218099,-1.6507791411000017,218.6737218095916
7756,background,13308.736015546434,0.5433724112959062,0.8176049626035647,241.73558959614442
2117,background,11525.700771183507,0.9269006281920491,2.557035080936098,8.365502226203729
6787,background,12025.376306952641,0.8547684277868164,1.337410161962264,61.140575947624896
9387,background,13431.22070498662,0.471673910471492,-1.581776011165813,278.362581431455
5195,background,13106.815869240545,0.6236130254185895,1.5882604232416127,123.2420587997789
6841,background,13599.763128660707,0.02318515836322188,0.46467592108600625,80.10069379879752
5194,background,13570.848766868738,0.29048357294435856,2.779709481966361,368.1635636312558
4594,background,13599.246559656525,0.03997703545677678,2.1497136276673148,142.3264007002982
9289,background,13599.680945140075,0.07021613324637532,2.107839547193117,80.18863729207173
2410,background,13599.771840375457,0.08700059292100548,-2.29409051610861,30.128303556314656
873,signal,13549.984432078056,0.3410923400438387,-3.0263854421119554,336.3647282610266
456,signal,13530.958572846079,0.3686915210010685,-2.0396852278040045,421.1678663522215
8610,background,13502.90683203527,0.4104608453438253,-0.6372735972283051,192.7852833346168
7845,background,13599.69404324274,0.09695162872322038,0.6957804342605424,12.302917343922829
6935,background,13335.674921331112,0.5303685108923953,1.866183026932762,189.90861005849845
2377,background,13583.645961089433,0.2408719670441084,-2.110383592857865,365.6345210222102
6825,background,12432.325931430481,0.7856927153143577,-0.02727890302028537,7.171286857752008
9560,background,12120.506553463129,0.8388660197883596,-2.378914438146201,350.0207092136355
9992,background,13442.94667351795,0.4649789685987661,-2.877778673905891,82.78732625381386
9615,background,12972.220965880868,0.6645252913910101,1.5104745666803732,70.90574952155923
3220,background,13482.872913451212,0.4309533858909922,-1.3694492897349595,165.8512701273554
5322,background,13255.332967322405,0.5681128266877864,2.7242652947812678,154.07200750492925
8799,background,13597.832392744293,0.10313597297605837,1.2515029712504453,220.20657233774722
5853,background,11251.506109111533,0.9625713531378481,1.7783297638073996,124.61819572317782
6355,background,13595.418014828407,0.18260855906464102,-0.616344647902814,147.7283443417939
8793,background,13569.747846469063,0.3010170118563046,-2.191038921233153,255.41098967745208
9376,background,13565.204929052414,0.2991597019563855,-2.4983627642465516,454.916306537025
3130,background,13465.832182148304,0.4347534345454641,0.4068089801772647,613.1815637043665
4311,background,13597.364669108949,0.15586439708616218,-2.0532295287350957,130.79458839293784
396,signal,13595.922809968153,0.05348926965507372,1.9599797043431342,331.8522495390054
392,background,13070.372286130796,0.6355235095619501,1.168653263779698,30.81516984830773
1837,background,13570.419469564897,0.30395742116534785,-2.5289324761924075,130.8060864461753
70,background,11077.89112913543,0.9841961917246803,2.8069009823757867,125.46098245126045
823,signal,12168.083366223114,0.8305316851573724,0.2548953176629125,451.8809717224452
574,signal,11788.433467192372,0.8898658857831013,2.9067088046776224,272.4921244129815
8707,background,13598.453551417504,0.13578895367617116,-2.0037788723663605,103.07179317974852
7498,background,13447.838575602793,0.4529022732640424,-1.0475298318192907,540.0581189490881
8726,background,13564.634245243933,0.3142218250300228,1.1872256206018514,250.57607624173838
204,signal,13591.278869485523,0.015725818583656737,2.2440850077484678,486.96307456280306
294,signal,13590.190950705155,0.026049390565832997,-0.502127771081216,516.3984316396574
5470,background,13585.86254633911,0.2539740510625651,-1.7274786346654722,15.206508059188906
7642,background,12948.475727632036,0.6711047026673446,2.225271958335768,51.329419209435244
2855,background,13572.330939053798,0.30051489596551506,-1.4476033887571178,11.981188796412471
2351,background,13586.202622315823,0.24808156075374066,2.988091072582363,159.25413715941198
6375,background,12813.724256533354,0.7055442342885045,-2.2385964718520515,39.7016548152132
4476,background,12519.341956863937,0.7687657386787377,1.5618575307587355,201.42253599061698
6519,background,12484.781898653659,0.7757720501298526,0.34800658006382007,23.548526885871958
4190,background,13531.943132740284,0.3766712917157877,0.5095018793801069,18.80478335308189
638,background,12091.182647995873,0.8431164366883704,1.4371951477652571,440.2156526175037
8023,background,13533.06445956856,0.3751030258378998,-2.2865060323409314,17.58457302507641
4959,background,13596.036393822556,0.1798065588887442,0.8170802702436406,105.69440622331787
8234,background,13599.37194841768,0.11597045920022053,-0.51094383438666,18.871326055958026
8682,background,13599.334136732436,0.09728300590281524,1.3105506354748266,99.13724035096669
4004,background,11751.44807544531,0.8955347689723542,0.7096004771998838,126.30451821206685
849,signal,13388.522780424672,0.49947655861234186,-1.8100537338961467,311.7748607492243
4473,background,12735.18995360155,0.7237717633763908,-1.182473701694643,86.04011640469767
114,signal,13586.41657294643,0.18615502332118994,-1.751337645266429,508.2155176550966
559,signal,10960.030176863433,0.9978557809413721,-2.4479783908523154,364.81996475477064
383,signal,13594.163895638732,0.10543128412837499,-1.0718429003648446,383.77302632937926
8579,background,13595.984423039336,0.16880937047503808,-2.275018287215404,184.75387174803427
3154,background,13517.422296907633,0.3918844739083659,0.4418107841312708,281.78403965631287
8354,background,12849.286594722178,0.6968708889568754,2.70469049990666,36.33181305859093
7521,background,13575.74714459359,0.289946640647477,0.20447061459418273,86.00311406207413
214,background,13589.14022310734,0.229134104414201,1.6892556122335363,201.59063733674628
1702,background,13260.024710681984,0.5662372602483465,0.7583370494974361,125.1355614623002
431,signal,13391.406854336068,0.4913087889138309,-2.2482963594652934,607.896229574751
982,background,13599.778986252608,0.0892961905938906,-1.533345156810378,11.473916022833636
4815,background,13356.176952980608,0.5197594389998043,-2.7731407440977303,150.2643055111062
5154,background,13598.349463981966,0.14837595741034315,2.916975306764213,8.820347686958282
4646,background,12222.520700759569,0.8226738365138991,2.429646987100306,155.77723156597355
1575,background,13597.643113681592,0.16098323069616438,-3.0884430737796325,44.809197991438694
1608,background,13415.568282761245,0.48446281338550257,0.13877416164067458,50.34077556983381
4107,background,13583.547019988602,0.26066955109916157,-1.3696439505217115,145.219645749492
994,background,11976.997076365078,0.8580506979508812,2.6777157586845015,810.9152079947123
9677,background,13599.881039366499,0.06793369834084684,-2.9602185762041446,35.58206698806505
2106,background,13599.94929526492,0.012056485543268769,0.38268638653225534,37.11080968380383
6661,background,12422.771391770475,0.7871783713610994,2.5034999929496955,197.4519865610255
6028,background,13593.773683612131,0.20360291373260564,-2.8748096310282825,102.5126346155947
7977,background,13566.047959652667,0.27916927138573355,2.7911987778692353,601.7000424258412
7743,background,13591.035791897746,0.22663817703351097,-2.0706041204581958,4.416989781349632
1299,background,13599.922024585585,0.030081286570886046,2.4634247035641215,45.22390114509376
5071,background,13560.09215230656,0.3293045148123318,-1.3786152899754027,40.99808665307991
9096,background,13428.831501413022,0.4753718642475483,-0.9113414700004875,48.16397279224581
6780,background,10950.30752203734,0.9992359820080384,-0.40608196425943766,307.15419880884167
4472,background,13578.851632233213,0.2722708049205139,-0.7605787025194812,260.24802148573343
866,signal,13489.2372852164,0.4190874130312172,-1.7608700432457824,428.8625577050733
137,background,13588.636631320522,0.24019306698492204,-0.15046204848971376,39.57121958552242
9720,background,13599.346932306173,0.07669916122101472,-2.7018182496127734,120.67566688575226
1084,background,13592.842742167957,0.21280425246382673,0.7736595107302209,71.63131907831361
2754,background,13556.512237463015,0.319057461793264,2.4661076696200745,476.1807587307801
4228,background,12612.207378350704,0.7502898517723082,-1.6844101100306124,115.9286978018737
6433,background,13527.808177413606,0.3800790018737503,0.3056708583837849,212.38690477308603
4905,background,13595.907491140099,0.18536062775705087,-3.1284498376837706,46.68541135955123
7304,background,13594.967708573813,0.19596934007312128,-2.327836044998677,23.263219532783936
642,background,12938.319294355442,0.6735681204848625,-2.539473921343998,174.55355050814555
746,background,13031.611053573106,0.6473807258302405,-2.6791094613584887,53.7262061727687
4614,background,13564.501573411488,0.3197982859388592,-2.193753407773425,34.84775058709118
8148,background,11137.339971514582,0.9757178681990175,0.3185290210273961,471.9283879742393
185,background,11209.18806423163,0.9679951291650571,0.5012092634452904,6.951838465244921
400,background,13592.22693060144,0.21844919829630205,-1.3485925847402496,31.159808324515925
2058,background,13253.688060166493,0.5691893816240121,-1.5652673460353315,10.490282533081704
2863,background,13260.889037274046,0.5661187867942288,-1.2870666877213468,7.038966380017177
6075,background,13599.448262335232,0.08819448224388238,-1.3246471526654242,97.01509472222807
5771,background,12408.088854180516,0.7897517190757569,-1.674182387833926,240.8158920487571
3115,background,12862.144148849698,0.6936718122003848,1.935931044825976,28.504431054356203
8725,background,12475.453358544439,0.7758642045220923,-0.3042544260505636,470.52931085579377
9727,background,13472.227600346778,0.44140874580921663,-1.922438473867481,54.12555466724839
900,signal,13123.913215473269,0.6160607297397098,-0.45009728212852335,396.2422453566856
393,signal,13592.720961936784,0.1562202725796441,2.741784799194222,377.98158481829955
7758,background,13218.0596012947,0.5837514210360731,1.446060016622493,12.682582876782897
7238,background,11921.423509387463,0.8692724678983528,-0.3624722573548494,478.69533974569214
7445,background,13145.12002022009,0.6108044325151566,-0.451529113699178,7.0635335546577815
2624,background,11954.316828086437,0.8651918148061255,-1.8884796973011773,293.97405301245624
2054,background,13548.975099266345,0.350346006648524,3.0148203193565117,26.318642969145035
9844,background,13599.067431100013,0.00973553593843135,-0.49667781180063664,159.26133746930077
8213,background,13598.552047400963,0.01934848503142661,3.0024435063548185,198.41686725726882
1946,background,13599.583225977492,0.07782393357879724,0.2124554648465199,89.12789963079128
5115,background,12560.051418981546,0.7606711049971779,3.054181700517818,210.09311046728314
6525,background,13176.345281605836,0.5995575579890653,2.2533779760276103,71.46479367022137
2652,background,12643.746414753912,0.7426879996820929,2.302972678349891,364.66003594770723
6462,background,13526.307246168582,0.38430067656841016,2.3873000644329423,7.730832861111242
9303,background,13599.473506821663,0.11155075400225334,1.1720826988367266,1.1962850830067864
5805,background,13413.206998110309,0.4860846225910387,-1.8037644905029335,19.728046086316887
675,signal,12065.348466247975,0.847402944458286,2.893372269503909,410.5181472848183
150,signal,13324.15499312584,0.533906255654838,1.8802298213584747,398.17498206129153
490,signal,11290.432208365668,0.9567333321171161,-1.7323834755237788,415.5792743835439
4530,background,12885.816751640901,0.6875960505210181,-2.4948759640703124,92.9211701105362
9284,background,11437.619427188245,0.9378339701702644,1.6255632387085142,370.9319071088743
3686,background,12577.318930138923,0.7575129507165521,-1.3715733746318368,62.715693228854875
3889,background,13281.48418419395,0.5566976146655126,0.26166367223880943,148.25198101222094
8114,background,13576.07552201534,0.08783487746919383,-1.2097555964134967,802.9128739171812
5897,background,11721.33611301611,0.899912210112043,-0.853695830582065,16.844346217711088
5345,background,12515.301666608777,0.7680360784931862,1.8971234878218026,484.7227957437762
3101,background,11926.888866140709,0.8698930037491667,-1.126229024795548,26.5462513597044
750,background,13401.41923350931,0.4934736828418763,1.1886064418387643,100.96586753726075
208,signal,13364.10781540093,0.5131176729267859,3.0495927577456445,360.3667645656989
600,background,13357.24315858408,0.5193142727650146,0.21175915165723735,125.88961040654819
146,signal,13270.499041605102,0.5579429349282012,-2.9391894756690777,489.860817998337
8992,background,12050.338072375082,0.850873910155011,0.6474164884449075,30.666561994354392
5144,background,11900.368710234183,0.8735797696785162,-1.4398002188205237,218.35329431126453
7099,background,13590.876537926495,0.22763928031758107,2.8204439006521556,4.268637059103879
2345,background,13598.175323555684,0.09217923698568364,-2.1068883991818095,207.24644245397985
8111,background,13507.448660765875,0.4040766132325909,0.002366802516417565,265.4001515028204
6921,background,13484.263123264893,0.42917971937425403,-1.6001701191564035,201.86494257750715
2376,background,11237.064869359037,0.9637716772410376,2.0884767686245627,356.2315257669803
2618,background,13186.895210244966,0.5957112084896866,2.2487093506758797,27.459768612183755
2498,background,13577.274858094366,0.27300465036785915,-0.1878996364917966,324.1480881808206
5492,background,13599.11261550535,0.010135073531445826,-2.057157683377957,155.35473927539357
7737,background,13594.309337401975,0.19928125069689195,2.7349943564646324,94.85263108645802
6293,background,13509.374503524152,0.4034974065166277,-0.7555104884299818,179.45870999449275
6229,background,13597.03478788143,0.11217802420156564,-2.71299002517262,256.9071706905645
4878,background,12212.636301780889,0.8244335710132433,-1.0506264657836244,101.6692219568824
197,signal,13587.919740026819,0.2060794286857055,-2.644590936861126,402.2015703049455
8174,background,13484.5701816545,0.424699042334699,-0.1975747882007946,397.44097062476976
1517,background,11813.080612828813,0.8865703879600212,2.5617124161199376,170.33723194444087
341,signal,11203.485279337061,0.9682153128938711,-1.4900503835349506,297.58167432652226
5846,background,12453.623044512113,0.7755848748567463,2.5781668448610335,895.5277201288075
1314,background,13593.069576794944,0.2090088032309272,-0.21639709621562367,110.06988099379144
4665,background,13529.069220067515,0.37682104346816925,1.0535993799484984,274.24706565755076
4681,background,12633.206194846902,0.7451421327996346,-0.21387703807617994,325.23059859351713
4888,background,13557.851992009648,0.32705726892019216,-1.7934427107631665,302.54060054099955
2788,background,13372.23179833625,0.5111344435126036,-0.12365528017760351,76.01676939286813
2982,background,12030.933170835455,0.8539214617928956,0.15371561400598685,22.480031243200607
3457,background,13599.849793109735,0.03185014213471671,-1.312381490133564,63.169900846196626
85,signal,13567.477737894267,0.29753283030429245,-2.351503546444516,401.4451977989094
8393,background,12686.334079177033,0.7345012139203186,2.2473805360777326,138.19392876657528
1773,background,11533.353347350565,0.9258227753424421,-3.060077975838615,90.48003380628475
2735,background,12722.180248027116,0.7241181106955981,-2.3950903310688347,547.2568746142076
1035,background,13555.954216620881,0.33720904376576033,1.9832219535447768,82.17006961086463
554,background,12096.636477602198,0.8434995005754571,1.6755332618637064,63.70094687809791
165,background,13496.374964794943,0.4011334854667733,-1.4687524307379736,662.5614217397568
939,background,12203.751121994119,0.82585625585093,2.438596576161036,141.69358027549717
5848,background,11203.95229416332,0.9686525028960418,-0.7439379249815309,4.473246256250017
878,signal,13566.11289055947,0.2914562611569149,0.8019304866154441,505.2231956030951
1381,background,13583.23568351024,0.09237313150406656,-1.6476172726161569,670.0561404519145
8519,background,13596.007536064275,0.16672051390266762,2.202611256763661,192.74798417829138
5627,background,13409.398501745925,0.4885895024718342,-2.5942928266202743,12.990209232024869
8088,background,12914.18566446006,0.6802582024926698,-2.9238914301685113,75.12039373650481
6848,background,13365.542700457983,0.5148169398735991,-1.894651697942927,104.52206710368472
6650,background,13598.060712244685,0.14039625236265008,-2.461992570460214,129.69053224801527
799,background,10972.27062845215,0.9963871431547913,-0.422902899726278,363.7499718329631
8936,background,13588.199560463157,0.03145670197443018,-2.69421243859346,566.3410214166154
7567,background,13577.78708982464,0.2743107698660604,-0.016062741355518696,285.14307161339406
511,background,13493.442176189277,0.4215447807777374,1.655117620107003,68.45278673969005
5346,background,13599.159074499617,0.04677733004051843,-2.2728033804076992,149.76543581466137
8219,background,13352.395425497634,0.5172043259456088,1.8814913516032088,497.71708732484024
347,signal,12362.154291868615,0.7973204607827057,0.8203228876652766,408.87298137610003
1988,background,12245.613159745166,0.818927029230236,0.7526178500079802,7.607239719468313
265,signal,11254.310749924714,0.9613424791715268,2.896585472836084,413.09152209456056
2795,background,13405.799318267154,0.4908897995173447,1.7422799515591056,36.85769370546895
4632,background,13597.779517670542,0.07549282835722337,1.62895828869785,239.55882842171715
4867,background,11794.25887643109,0.8850603373108326,1.5143431615936906,847.5156802353031
8763,background,13502.89137075715,0.4057372313579507,2.6345758878003824,391.98228157736276
67,background,12988.245948725342,0.6600601935533461,0.573773021333921,9.24489083984909
9508,background,12473.257409937405,0.7778033689834741,-3.0691148904644714,151.81637417445233
4725,background,13562.487870651728,0.32425217902175363,-1.2739647417930458,36.16414487437074
6914,background,13599.985531171244,0.0024149433378982677,2.708084128527202,19.838064105875343
